geneid,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R
gene_17994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_3826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_14297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_9988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_12938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_14289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_14735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2678,0,0,1.273205468,0,0.141681636,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_9879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_11782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_13330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_14256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_11313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_11341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_15992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_733,0,0,1.300557005,0,0.143853768,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_3525,0,0,1.383218439,0,0.150313596,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_9941,0,0,1.383218439,0,0.150313596,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6569,0,0,1.174090211,0,0.132573763,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16564,-0.15405452,0,-1.12689456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_12400,-0.15405452,0,-1.12689456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8796,-0.209483503,0,-1.862467694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10946,0.170214793,0,0,0,-0.141584184,0,0,0,3.394469226,0,2.221565783,0,0,0,0,0,0,0
gene_924,0.169386136,0,-1.12689456,0,-0.373663211,0,0,0,2.419838595,0,1.86529316,0,0,0,0,0,0,0
gene_9080,0,0,1.487950316,0,0.160503827,0,1.480185866,0,1.63721863,0,-0.111591874,0,0,0,0,0,0,0
gene_7011,0,0,0,0,0,0,0,0,1.42486648,0,0.851273039,0,0,0,0,0,0,0
gene_534,0,0,0,0,0,0,0,0,1.651165807,0,0.942029083,0,0,0,0,0,0,0
gene_11376,0,0,1.184855904,0,0.133769571,0,0,0,1.651165807,0,0.942029083,0,0,0,0,0,0,0
gene_6536,0.283478789,0,0.931748106,0,0.02903495,0,1.702074768,0,1.42486648,0,-0.227589336,0,0,0,0,0,0,0
gene_10006,-0.15405452,0,0.09437011,0,0.133769571,0,1.470369163,0,1.415366532,0,-0.06523263,0,0,0,0,0,0,0
gene_11131,0,0,1.577522438,0,0.162635726,0,-0.032506338,0,-2.945730224,0,-1.260629626,0,0,0,0,0,0,0
gene_1089,0.156212043,0,0,0,-0.129900094,0,-2.047667404,0,-2.160812425,0,0,0,0,0,0,0,0,0
gene_6580,0.259970446,0,0,0,-0.345078117,0,-1.854612375,0,-1.964202812,0,0,0,0,0,0,0,0,0
gene_12557,0,0,0,0,0,0,-2.047667404,0,-2.160812425,0,0,0,0,0,0,0,0,0
gene_9927,-1.307055012,0,-3.802795907,0,0,0,-4.582593173,0,-4.826393091,0,0,0,0,0,0,0,0,0
gene_10431,-0.158904437,0,-1.170569774,0,0,0,1.702074768,0,0,0,-1.001433871,0,0,0,0,0,0,0
gene_1498,0.159400465,0,1.14654734,0,-0.010671728,0,1.848331935,0,0,0,-1.053863351,0,0,0,0,0,0,0
gene_4924,-0.106239882,0,0.225071372,0,0.31430094,0,0.803971966,0,1.008188798,0,0.209209149,0,0.13252174,0,1.313579591,1.236150618,1.139154231,1.094859949
gene_9371,0,0,1.497154652,0,0.15812339,0,0,0,4.380944749,0,2.686003147,0,1.738758688,0,5.97577093,3.315616795,3.142860994,2.847923161
gene_7284,0,0,1.393402734,0,0.151194033,0,2.347895227,0,4.589014514,0,0.483003707,0,1.013012036,0,2.086973536,4.144149844,0.975568,6.47026611
gene_10162,0.265351898,0,0.933516669,0,0.21638669,0,-0.788498483,0,-0.400129101,0,0.3893623,0,0.82799877,0,1.867114453,3.532150506,0.923113833,3.514308495
gene_15518,0.263947089,0,-0.279717417,0,-0.485604515,0,-1.039916729,0,0.060291654,0,1.052826904,0,-0.221575939,-1.248656274,1.997111941,0,2.160782707,1.653768905
gene_11314,1.178184363,0,0.637863008,0,-0.480048843,0,0.618227036,-1.009246375,0.57276219,0,-0.157046278,0,0.701004309,0,3.230162973,0,1.157595185,1.632955429
gene_14835,-0.191695925,0,-0.143614978,0,0.155984418,0,1.515907409,0,2.933385536,0,1.028048137,0,5.691178608,0,8.859398684,0,2.657343596,0
gene_8400,0,0,5.62680852,0,1.666310837,0,7.189872386,0,8.155540199,0,0.95238816,0,6.883726663,0,9.744536397,0,2.553841495,0
gene_14422,0.720971033,0,0.898305316,0,0.145713101,0,1.655099785,0,2.00572959,0,0.324636198,0,1.627807308,0,4.719384961,0,3.003374379,0
gene_14861,0.134569396,0,-0.015170737,0,-0.145833765,0,0.22112664,0,0.501429834,0,0.287513387,0,-0.056499943,0,1.276653003,0,1.290606733,0
gene_11192,0.00906509,0,-0.208286996,0,-0.205428755,0,-0.642256881,0,-0.608758073,0,0.03567311,0,-0.249675721,0,1.924031028,0,2.127663205,0
gene_3543,0.50853325,0,0.771589372,0,0.255657109,0,1.632335637,0,1.77532236,0,0.142051224,0,0.76470635,0,2.277735178,0,1.454438988,0
gene_3228,-0.103219833,0,0.433207775,0,0.298734508,0,1.63091894,0,2.662558838,0,0.964784367,0,2.448851801,0,4.54482011,0,1.929397341,0
gene_2125,0.619371034,0,1.251286721,0,-0.091559449,0,-0.32113338,0,0.063717728,0,0.381716416,0,0.593903401,0,2.563754309,0,1.90916449,0
gene_1268,-0.115568894,0,-0.11203108,0,0.014257289,0,-0.2553409,0,0.10616267,0,0.355738313,0,0.295906982,0,2.395565412,0,2.060196428,0
gene_310,0.042071247,0,0.051784632,0,0.007931929,0,0.931964298,0,0.68036174,0,-0.253148521,0,0.127334054,0,1.630455689,0,1.472257516,0
gene_16308,-0.260491925,0,-0.584721096,0,-0.211875099,0,1.231667804,0,1.059775148,0,-0.173167182,0,0.837142308,0,1.971628688,0,1.082315246,0
gene_2708,-0.099834101,0,0.688954775,0,0.769365132,0,2.037680676,0,1.718932177,0,-0.32467398,0,0.194741025,0,1.37973461,0,1.14231037,0
gene_13250,-1.157510099,0,-1.367458454,0,0.114021057,0,0.735827089,0,1.253373343,0,0.506691068,0,-0.8321929,0,1.103740042,0,1.87474762,0
gene_8994,0.158791389,0,0.39800134,0,0.184759417,0,-0.182795641,0,-0.096289352,0,0.076738806,0,0.621591163,0,2.260026166,0,1.600437456,0
gene_9418,0.28064713,0,0.328440684,0,0.040722038,0,0.359798187,0,0.679640916,0,0.32069942,0,0.335380251,0,1.401939996,0,1.015407697,0
gene_16036,0.188291079,0,0.534554195,0,0.330562679,0,0.663582153,0,0.779023068,0,0.108845765,0,0.822416237,0,2.091722025,0,1.229389247,0
gene_10823,0.196339472,0,0.159474993,0,-0.037091488,0,0.949764652,0,1.400913301,0,0.477309863,0,0.412032087,0,1.778855834,0,1.325006005,0
gene_1439,0.270022076,0,0.936018373,0,0.31295148,0,2.156095674,0,1.930782768,0,-0.224222392,0,1.840768484,0,3.624546826,0,1.658897179,0
gene_11804,-1.033349876,0,-1.262820214,0,0.074536979,0,-0.136740877,0,0.057865658,0,0.140704642,0,0.216773927,0,5.031611616,0,4.693855963,0
gene_941,1.145808504,0,1.381243321,0,0.181299908,0,-0.594298338,0,0.081417134,0,0.664375944,0,1.368859755,0,4.4647073,0,2.931244766,0
gene_3145,-0.247771161,0,0.068771755,0,0.302476033,0,0.150251609,0,0.211987038,0,0.053894341,0,0.134447823,0,1.645538789,0,1.469000726,0
gene_8811,0.199973567,0,0.429661278,0,0.227857907,0,0.337798835,0,0.075675681,0,-0.274989724,0,0.551803999,0,2.118120281,0,1.51892607,0
gene_2140,0.173644149,0,0.928959978,0,0.331013437,0,3.581873839,0,3.219650315,0,-0.398613794,0,0.923285557,0,3.343899569,0,2.24091144,0
gene_13351,-1.418778006,0,-1.499393613,0,0.20108746,0,0.524921247,0,0.093990924,0,-0.436668401,0,1.694761886,0,4.925983298,0,3.099662761,0
gene_10797,0.42837548,0,1.393402734,0,-0.022423943,0,-4.398841095,0,-0.427649138,0,2.371206981,0,0.217873403,0,4.411111959,0,4.00755712,0
gene_3011,-0.246966728,0,0.22112085,0,0.415003914,0,0.962028952,0,1.24714523,0,0.251472229,0,0.240892514,0,2.213894468,0,1.927409474,0
gene_386,-0.535294962,0,-1.154935005,0,-0.521149119,0,-0.08908575,0,-0.000191529,0,0.08771097,0,-0.313057975,0,1.460945137,0,1.737357674,0
gene_7516,-1.268419033,0,-0.193625767,0,1.075750233,0,0.048095309,0,0.531122025,0,0.454043054,0,-0.668084191,0,1.169792857,0,1.796731108,0
gene_11969,-0.755634486,0,-0.233658347,0,0.531812697,0,-0.159062147,0,0.214641871,0,0.371470803,0,-0.267506519,0,1.33152451,0,1.560590252,0
gene_3559,0,0,0,0,0,0,0,0,2.207078969,0,1.125999681,0,0,0,8.145892427,0,7.881970333,0
gene_7225,0.091287074,0,0.236503575,0,0.113952695,0,0.233805724,0,0.67731897,0,0.424136804,0,-2.272839598,0,1.087866135,0,3.357629657,0
gene_2206,0.170214793,0,1.311173546,0,0.011010819,0,0,0,0,0,0,0,-1.085431127,0,3.221130226,0,4.851965929,0
gene_389,-1.180805126,0,-1.450483404,0,0.230746194,0,2.110854488,0,2.740000092,0,0.562567814,0,-2.921611737,0,1.129655395,0,4.325062178,0
gene_15302,0.394338697,0,-2.106928665,0,-1.346256309,0,1.538760527,0,0.808883707,0,-0.579495289,0,-2.343966022,0,1.522522193,0,4.002948582,0
gene_9535,0.047107097,0,-0.544327022,0,-0.260204524,0,2.34899235,0,4.145130495,0,1.257637006,0,-0.514713629,0,1.968064533,0,3.233904274,0
gene_5427,4.381293628,0,7.291341788,0,0.079424175,0,0.822940795,0,0.982382825,0,0.176050819,0,0.860180729,0,2.099036325,0,1.275376513,0
gene_12797,0.347239944,0,0.341819805,0,-0.080659097,0,-0.592797775,0,0.056023449,0,0.582889988,0,-0.268661026,0,1.273969201,0,1.508937903,0
gene_12240,-0.297999776,0,-0.211949149,0,0.110192815,0,-0.278886342,0,0.263699444,0,0.51441136,0,-0.231346207,0,1.518030525,0,1.759325769,0
gene_4696,-0.775487246,0,-0.722355164,0,0.075601519,0,-1.976443968,0,-1.754812892,0,0.212530709,0,-0.878493488,0,1.052868331,0,1.910794693,0
gene_15410,0.084186647,0,-0.286389899,0,-0.32270996,0,-1.516533221,0,-1.654602801,0,-0.107772355,0,-0.015943204,0,1.637193463,0,1.796014537,0
gene_14485,0.136226505,0,0.736737348,0,0.230481429,0,0.595802289,0,0.945040069,0,0.331424451,0,1.994398439,0,4.410304671,0,1.971228632,0
gene_12607,0,0,0,0,0,0,2.088327293,0,0,0,-1.126075153,0,1.51587041,0,4.843456302,0,1.437320765,0
gene_342,0.099066448,0,1.694064499,0,0.21545214,0,-0.298463588,0,0.031291189,0,0.216315305,0,0.240371908,0,2.511775826,0,2.159781029,0
gene_9115,-0.160653201,0,0.197779905,0,0.345965837,0,-0.653198706,0,-0.311234405,0,0.334128174,0,0.653938431,0,1.959711873,0,1.241671495,0
gene_11722,0,0,0,0,0,0,0.101806349,0,-0.030761367,0,-0.080598141,0,0.813426511,0,3.304895145,0,2.055551602,0
gene_3142,0.418339358,0,0.168287738,0,-0.231295727,0,0.107377863,0,0.49142101,0,0.357020819,0,0.560904084,0,2.238678121,0,1.564532676,0
gene_560,-0.050775756,0,-2.681753098,0,-1.542454039,0,6.377657253,0,7.381784915,0,1.217154736,0,3.758718392,0,6.943168167,0,2.267119809,0
gene_1731,-0.085024917,0,-0.561535648,0,-0.219609902,0,-0.799841279,0,0.791296207,0,1.105940114,0,2.571265872,0,6.59932614,0,2.99696088,0
gene_13984,-0.005493595,0,-0.20749644,0,-0.120947539,0,2.584393542,0,1.28920594,0,-1.021980789,0,2.842722449,0,5.780845434,0,2.10913045,0
gene_8896,-0.053100083,0,0.38360318,0,0.115251447,0,0.396695328,0,0.406539806,0,0.062898341,0,0.659501858,0,2.465794672,0,1.389227267,0
gene_2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.130686849,0,2.750857176,0
gene_12277,0.298453081,0,0,0,-0.284132562,0,0,0,1.42486648,0,0.851273039,0,0,0,4.158345223,0,2.617186019,0
gene_8483,0.322697875,0,1.280593085,0,0.071201903,0,1.801510978,0,2.391579383,0,0.637454457,0,-1.468255851,0,1.879640562,0,2.996539419,0
gene_11519,-0.519697404,0,-3.770334254,0,-0.110439045,0,0.490778152,0,-1.964202812,0,-1.690605313,0,0.04881916,0,2.875574155,0,2.900099861,0
gene_16489,-0.037150558,0,-0.183248259,0,-0.001749032,0,1.480185866,0,2.530895973,0,0.56360929,0,0.108072222,0,1.186537525,0,1.053219555,0
gene_788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601575138,0,1.345997056,0
gene_14529,0.090702943,0,0.82236696,0,0.266608738,0,-0.779612696,0,-0.183339209,0,0.587789042,0,0.471890337,0,1.60646263,0,1.041134544,0
gene_13093,0,0,0,0,0,0,0,0,-0.213148933,0,0,0,0,0,2.036670789,0,1.737521717,0
gene_2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.650826042,0,1.384743235,0
gene_9261,0.757516919,0,1.445173654,0,0.117223845,0,0.291703719,0,0.64871233,0,0.327162625,0,-0.145660332,0,1.030897221,0,1.031567286,0
gene_4185,0,0,1.184855904,0,0.133769571,0,0,0,0,0,0,0,0,0,1.785708788,0,1.49578109,0
gene_7741,0.287127532,0,-2.104034367,0,-0.455877109,0,-0.595451436,0,0.24322132,0,0.768684362,0,0.697772825,0,2.291777156,0,1.352012955,0
gene_12162,-0.038070922,0,-0.020420481,0,0.023694375,0,0.843325196,0,-0.379395495,0,-1.200118441,0,-0.573938644,0,1.201001952,0,1.713201183,0
gene_10410,-0.641303272,0,-1.883089288,0,-0.733166905,0,-0.93482492,0,-0.899339207,0,0.025106399,0,0.461745311,0,1.429280912,0,1.020964609,0
gene_683,-0.172545383,0,-1.297516517,0,0,0,0,0,0,0,0,0,-0.418210313,0,2.451996479,0,2.784292641,0
gene_6549,0,0,0,0,0,0,-2.047667404,0,-1.01663259,0,0,0,0,0,1.588243275,0,1.335107785,0
gene_1729,0,0,0,0,0,0,1.470369163,0,0,0,-0.911609829,0,0,0,1.650826042,0,1.384743235,0
gene_1965,-0.18634511,0,-0.509177722,0,-0.081572328,0,2.638822357,0,2.871836268,0,0.098629049,0,0.108943171,0,1.596391634,0,1.335416449,0
gene_4772,0.226313972,0,0.49411645,0,-0.011435496,0,0.652643981,0,-0.418346277,0,-1.027858156,0,-0.020364268,0,1.903764443,0,1.739384248,0
gene_1944,0,0,0,0,0,0,0,0,-0.226149833,0,0,0,0,0,3.53794603,0,3.253431616,0
gene_7669,0.364717405,0,0.398824375,0,-0.168217043,0,1.686584341,0,1.943896387,0,0.160853659,0,0,0,1.601575138,0,1.345997056,0
